"character" "dialogue"
"786" "TREEHORN" "I've heard the kidnapping story, so  save it.  I know you're mixed up in  all this, Dude, and I don't care  what you're trying to take off her  husband.  That's your business.  All  I'm saying is, I want mine."
"787" "DUDE" "Yeah, well, right man, there are  many facets to this, uh, you know,  many interested parties.  If I can  find your money, man-- what's in it  for the Dude?"
"788" "TREEHORN" "Of course, there's that to discuss.   Refill?"
"789" "DUDE" "Does the Pope shit in the woods?"
"790" "TREEHORN" "Let's say a 10% finder's fee?"
"791" "DUDE" "Okay, Jackie, done.  I like the way  you do business.  Your money is being  held by a kid named Larry Sellers.   He lives in North Hollywood, on  Radford, near the In-and-Out Burger.   A real fuckin' brat, but I'm sure  your goons'll be able to get it off  him, mean he's only fifteen and he's  flunking social studies.  So if you'll  just write me a check for my ten per  cent... of half a million... fifty  grand."
"792" "DUDE" "I'll go out and mingle.--Jesus, you  mix a hell of a Caucasian, Jackie."
"793" "TREEHORN" "A fifteen-year-old?  Is this your  idea of a joke?"
"794" "DUDE" "No funny stuff, Jackie... the kid's  got it.  Hiya, fellas... kid just  wanted a car.  All the Dude ever  wanted... was his rug back... not  greedy... it really..."
"795" "THE STRANGER'S VOICE" "Darkness warshed over the Dude--  darker'n a black steer's tookus on a  moonless prairie night.  There was  no bottom."
"796" "DUDE" "He was innocent.  Not a charge was  true.  And they say he ran awaaaaaay."
"797" "CHIEF" "This is your only I.D.?"
"798" "DUDE" "I know my rights."
"799" "CHIEF" "You don't know shit, Lebowski."
"800" "DUDE" "I want a fucking lawyer, man.  I  want Bill Kunstler."
"801" "CHIEF" "What are you, some kind of sad-assed  refugee from the fucking sixties?"
"802" "DUDE" "Uh-huh."
"803" "CHIEF" "Mr. Treehorn tells us that he had to  eject you from his garden party,  that you were drunk and abusive."
"804" "DUDE" "That guy treats women like objects,  man."
"805" "CHIEF" "Mr. Treehorn draws a lot of water in  this town, Lebowski.  You don't draw  shit.  We got a nice quiet beach  community here, and I aim to keep it  nice and quiet.  So let me make  something plain.  I don't like you  sucking around bothering our citizens,  Lebowski.  I don't like your jerk- off name, I don't like your jerk-off  face, I don't like your jerk-off  behavior, and I don't like you, jerk- off--do I make myself clear?"
"806" "DUDE" "I'm sorry, I wasn't listening."
"807" "DUDE" "--Ow!  Fucking fascist!"
"808" "CHIEF" "Stay out of Malibu, Lebowski!"
"809" "CHIEF" "Stay out of Malibu, deadbeat!  Keep  your ugly fucking goldbricking ass  out of my beach community!"
"810" "DUDE" "Jesus, man, can you change the  station?"
"811" "DRIVER" "Fuck you man!  You don't like my  fucking music, get your own fucking  cab!"
"812" "DUDE" "I've had a--"
"813" "DRIVER" "I pull over and kick your ass out,  man!"
"814" "DUDE" "--had a rough night, and I hate the  fucking Eagles, man--"
"815" "DRIVER" "That's it!  Outta this fucking cab!"
"816" "DUDE" "Jesus."
"817" "MAUDE" "Jeffrey."
"818" "DUDE" "Maude?"
"819" "MAUDE" "Love me."
"820" "DUDE" "That's my robe."
"821" "MAUDE" "Tell me a little about yourself,  Jeffrey."
"822" "DUDE" "Well, uh... Not much to tell."
"823" "DUDE" "I was, uh, one of the authors of the  Port Huron Statement.--The original  Port Huron Statement."
"824" "MAUDE" "Uh-huh."
"825" "DUDE" "Not the compromised second draft.   And then I, uh... Ever hear of the  Seattle Seven?"
"826" "MAUDE" "Mmnun."
"827" "DUDE" "And then... let's see, I uh--music  business briefly."
"828" "MAUDE" "Oh?"
"829" "DUDE" "Yeah.  Roadie for Metallica.  Speed  of Sound Tour."
"830" "MAUDE" "Uh-huh."
"831" "DUDE" "Bunch of assholes.  And then, you  know, little of this, little of that.   My career's, uh, slowed down a bit  lately."
"832" "MAUDE" "What do you do for fun?"
"833" "DUDE" "Oh, you know, the usual.  Bowl.   Drive around.  The occasional acid  flashback."
"834" "MAUDE" "What happened to your house?"
"835" "DUDE" "Jackie Treehorn trashed the place.   Wanted to save the finder's fee."
"836" "MAUDE" "Finder's fee?"
"837" "DUDE" "He thought I had your father's money,  so he got me out of the way while he  looked for it."
"838" "MAUDE" "It's not my father's money, it's the  Foundation's.  Why did he think you  had it?  And who does?"
"839" "DUDE" "Larry Sellers, a high-school kid.   Real fucking brat."
"840" "MAUDE" "Jeffrey--"
"841" "DUDE" "It's a complicated case, Maude.   Lotta ins, lotta outs.  Fortunately  I've been adhering to a pretty strict,  uh, drug regimen to keep my mind,  you know, limber.  I'm real fucking  close to your father's money, real  fucking close.  It's just--"
"842" "MAUDE" "I keep telling you, it's the  Foundation's money.  Father doesn't  have any."
"843" "DUDE" "Huh?  He's fucking loaded."
"844" "MAUDE" "No no, the wealth was all Mother's."
"845" "DUDE" "But your father--he runs stuff, he--"
"846" "MAUDE" "We did let Father run one of the  companies, briefly, but he didn't do  very well at it."
"847" "DUDE" "But he's--"
"848" "MAUDE" "He helps administer the charities  now, and I give him a reasonable  allowance.  He has no money of his  own.  I know how he likes to present  himself; Father's weakness is vanity.   Hence the slut."
"849" "DUDE" "Huh.  Jeez.  Well, so, did he--is  that yoga?"
"850" "MAUDE" "It increases the chances of  conception."
"851" "DUDE" "Increases?"
"852" "MAUDE" "Well yes, what did you think this  was all about?  Fun and games?"
"853" "DUDE" "Well... no, of course not--"
"854" "MAUDE" "I want a child."
"855" "DUDE" "Yeah, okay, but see, the Dude--"
"856" "MAUDE" "Look, Jeffrey, I don't want a partner.   In fact I don't want the father to  be someone I have to see socially,  or who'll have any interest in rearing  the child himself."
"857" "DUDE" "Huh..."
"858" "DUDE" "So... that doctor."
"859" "MAUDE" "Exactly.  What happened to your face?   Did Jackie Treehorn do that as well?"
"860" "DUDE" "No, the, uh, police chief of Malibu.   A real reactionary... So your  father... Oh man, I get it!"
"861" "MAUDE" "What?"
"862" "DUDE" "Yeah, my thinking about the case,  man, it had become uptight.  Yeah.   Your father--"
"863" "PHONE VOICE" "This is Walter Sobchak.  I'm not in;  leave a message after the beep."
"864" "MAUDE'S VOICE" "What're you talking about?"
"865" "DUDE" "Walter, if you're there, pick up the  fucking phone.  Pick it up, Walter,  this is an emergency.  I'm not--"
"866" "WALTER" "Dude?"
"867" "DUDE" "Walter, listen, I'm at my place, I  need you to come pick me up--"
"868" "WALTER" "I can't drive, Dude, it's erev  shabbas."
"869" "DUDE" "Huh?"
"870" "WALTER" "Erev shabbas.  I can't drive.  I'm  not even supposed to pick up the  phone, unless it's an emergency."
"871" "DUDE" "It is a fucking emergency."
"872" "WALTER" "I understand.  That's why I picked  up the phone."
"873" "DUDE" "THEN WHY CAN'T YOU--fuck, never mind,  just call Donny then, and ask him to--"
"874" "WALTER" "Dude, I'm not supposed to make calls--"
"875" "DUDE" "WALTER, YOU FUCKING ASSHOLE, WE GOTTA  GO TO PASADENA!  COME  PICK ME UP OR  I'M OFF THE FUCKING BOWLING TEAM!"
"876" "MAUDE'S VOICE" "Jeffrey?"
"877" "DUDE" "Get out of that fucking car, man!"
"878" "DUDE" "Who the fuck are you, man!  Come on,  man!"
"879" "MAN" "Relax, man!  No physical harm  intended!"
"880" "DUDE" "Who the fuck are you?  Why've you  been following me?  Come on, fuckhead!"
"881" "MAN" "Hey, relax man, I'm a brother shamus."
"882" "DUDE" "Brother Shamus?  Like an Irish monk?"
"883" "MAN" "Irish m--What the fuck are you talking  about?  My name's Da Fino!  I'm a  private snoop!  Like you, man!"
"884" "DUDE" "Huh?"
"885" "DA FINO" "A dick, man!  And let me tell you  something: I dig your work. Playing  one side against the other--in bed  with everybody--fabulous stuff, man."
"886" "DUDE" "I'm not a--ah, fuck it, just stay  away from my fucking lady friend,  man."
"887" "DA FINO" "Hey hey, I'm not messing with your  special lady--"
"888" "DUDE" "She's not my special lady, she's my  fucking lady friend.  I'm just helping  her conceive, man!"
"889" "DA FINO" "Hey, man, I'm not--"
"890" "DUDE" "Who're you working for?  Lebowski?   Jackie Treehorn?"
"891" "DA FINO" "The Gundersons."
"892" "DUDE" "The?  Who the fff--"
"893" "DA FINO" "The Gundersons.  It's a wandering  daughter job.  Bunny Lebowski, man.   Her real name is Fawn Gunderson.   Her parents want her back."
"894" "DA FINO" "See?"
"895" "DUDE" "Jesus fucking Christ."
"896" "DA FINO" "Crazy, huh?  Ran away a year ago."
"897" "DA FINO" "The Gundersons told me to show her  this when I found her.  The family  farm."
"898" "DA FINO" "Outside of Moorhead, Minnesota.   They think it'll make her homesick."
"899" "DUDE" "Boy.  How ya gonna keep 'em down on  the farm once they seen Karl Hungus."
"900" "DUDE" "She's been kidnapped, Da Fino.  Or  maybe not, but she's definitely not  around."
"901" "DA FINO" "Fuck, man!  That's terrible!"
"902" "DUDE" "Yeah, it sucks."
"903" "DA FINO" "Well maybe you and me could pool our  resources--trade information--  professional courtesy--compeers, you  know--"
"904" "DUDE" "Yeah, I get it.  Fuck off, Da Fino.   And stay away from my special la--  from my fucking lady friend."
"905" "WAITRESS" "You folks ready?"
"906" "DIETER" "I haff lingenberry pancakes."
"907" "KIEFFER" "Lingenberry pancakes."
"908" "FRANZ" "Sree picks in blanket."
"909" "DIETER" "Lingenberry pancakes."
"910" "DUDE" "I mean we totally fucked it up, man.   We fucked up his pay-off.  And got  the kidnappers all pissed off, and  the big Lebowski yelled at me a lot,  but he didn't do anything.  Huh?"
"911" "WALTER" "Well it's, sometimes the cathartic,  uh."
"912" "DUDE" "I'm saying if he knows I'm a fuck- up, then why does he still leave me  in charge of getting back his wife?   Because he fucking doesn't want her  back, man!  He's had enough!  He no  longer digs her!  It's all a show!   But then, why didn't he give a shit  about his million bucks?  I mean, he  knew we didn't hand off his briefcase,  but he never asked for it back."
"913" "WALTER" "What's your point, Dude?"
"914" "DUDE" "His million bucks was never in it,  man!  There was no money in that  briefcase!  He was hoping they'd  kill her!  You throw out a ringer  for a ringer!"
"915" "WALTER" "Yeah?"
"916" "DUDE" "Shit yeah!"
"917" "WALTER" "Okay, but how does all this add up  to an emergency?"
"918" "DUDE" "Huh?"
"919" "WALTER" "I'm saying, I see what you're getting  at, Dude, he kept the money, but my  point is, here we are, it's shabbas,  the sabbath, which I'm allowed to  break only if it's a matter of life  and death--"
"920" "DUDE" "Walter, come off it.  You're not  even fucking Jewish, you're--"
"921" "WALTER" "What the fuck are you talking about?"
"922" "DUDE" "You're fucking Polish Catholic--"
"923" "WALTER" "What the fuck are you talking about?   I converted when I married Cynthia!   Come on, Dude!"
"924" "DUDE" "Yeah, and you were--"
"925" "WALTER" "You know this!"
"926" "DUDE" "And you were divorced five fucking  years ago."
"927" "WALTER" "Yeah?  What do you think happens  when you get divorced?  You turn in  your library card?  Get a new driver's  license?  Stop being Jewish?"
"928" "DUDE" "This driveway."
"929" "WALTER" "I'm as Jewish as fucking Tevye"
"930" "DUDE" "It's just part of your whole sick  Cynthia thing.  Taking care of her  fucking dog.  Going to her fucking  synagogue.  You're living in the  fucking past."
"931" "WALTER" "Three thousand years of beautiful  tradition, from Moses to Sandy Koufax--  YOU'RE GODDAMN RIGHT I LIVE IN THE  PAST!  I--Jesus.  What the hell  happened?"
"932" "WALTER" "Jesus Christ."
"933" "BRANDT" "He can't see you, Dude."
"934" "DUDE" "Where'd she been?"
"935" "BRANDT" "Visiting friends of hers in Palm  Springs.  Just picked up and left,  never bothered to tell us."
"936" "DUDE" "But I guess she told Dieter."
"937" "WALTER" "Jesus, Dude!  He never even kidnapped  her."
"938" "BRANDT" "Who's this gentleman, Dude?"
"939" "WALTER" "Who'm I?  I'm a fucking VETERAN!"
"940" "BRANDT" "You shouldn't go in there, Dude!   He's very angry!"
"941" "LEBOWSKI" "Well, she's back.  No thanks to you."
"942" "DUDE" "Where's the money, Lebowski?"
"943" "WALTER" "A MILLION BUCKS FROM FUCKING NEEDY  LITTLE URBAN ACHIEVERS!  YOU ARE  SCUM, MAN!"
"944" "LEBOWSKI" "Who the hell is he?"
"945" "WALTER" "I'll tell you who I am!  I'm the guy  who's gonna KICK YOUR PHONY  GOLDBRICKING ASS!"
"946" "DUDE" "We know the briefcase was empty,  man.  We know you kept the million  bucks yourself."
"947" "LEBOWSKI" "Well, you have your story, I have  mine.  I say I entrusted the money  to you, and you stole it."
"948" "WALTER" "AS IF WE WOULD EVER DREAM OF TAKING  YOUR BULLSHIT MONEY!"
"949" "DUDE" "You thought Bunny'd been kidnapped  and you could use it as a pretext to  make some money disappear.  All you  needed was a sap to pin it on, and  you'd just met me.  You thought,  hey, a deadbeat, a loser, someone  the square community won't give a  shit about."
"950" "LEBOWSKI" "Well?  Aren't you?"
"951" "DUDE" "Well... yeah."
"952" "LEBOWSKI" "All right, get out.  Both of you."
"953" "WALTER" "Look at that fucking phony, Dude!   Pretending to be a fucking  millionaire!"
"954" "LEBOWSKI" "I said out.  Now."
"955" "WALTER" "Let me tell you something else.   I've seen a lot of spinals, Dude,  and this guy is a fake.  A fucking  goldbricker."
"956" "WALTER" "This guy fucking walks.  I've never  been more certain of anything in my  life!"
"957" "LEBOWSKI" "Stay away from me, mister!"
"958" "WALTER" "Walk, you fucking phony!"
"959" "LEBOWSKI" "Put me down, you son of a bitch!"
"960" "DUDE" "Walter!"
"961" "WALTER" "It's all over, man!  We call your  fucking bluff!"
"962" "DUDE" "WALTER, FOR CHRIST'S SAKE!  HE'S  CRIPPLED!  PUT HIM DOWN!"
"963" "WALTER" "Sure, I'll put him down, Dude.  RAUSS!   ACHTUNG, BABY!!"
"964" "WALTER" "Oh, shit."
"965" "LEBOWSKI" "You're bullies!  Cowards, both of  you!"
"966" "WALTER" "Oh, shit."
"967" "DUDE" "He can't walk, Walter!"
"968" "WALTER" "Yeah, I can see that, Dude."
"969" "LEBOWSKI" "You monsters!"
"970" "DUDE" "Help me put him back in his chair."
"971" "WALTER" "Shit, sorry man."
"972" "LEBOWSKI" "Stay away from me!  You bullies!   You and these women!  You won't leave  a man his fucking balls!"
"973" "DUDE" "Walter, you fuck!"
"974" "WALTER" "Shit, Dude, I didn't know.  I  wouldn't've done it if I knew he was  a fucking crybaby."
"975" "DUDE" "We're sorry, man.  We're really sorry."
"976" "DUDE" "There ya go.  Sorry man."
"977" "WALTER" "Shit.  He didn't look like a spinal."
"978" "WALTER" "Sure you'll see some tank battles.   But fighting in desert is very  different from fighting in canopy  jungle."
"979" "DUDE" "Uh-huh."
"980" "WALTER" "I mean 'Nam was a foot soldier's war  whereas, uh, this thing should be a  fucking cakewalk.  I mean I had an  M16, Jacko, not an Abrams fucking  tank.  Just me and Charlie, man,  eyeball to eyeball."
"981" "DUDE" "Yeah."
"982" "WALTER" "That's fuckin' combat.  The man in  the black pyjamas, Dude.  Worthy  fuckin' adversary."
"983" "DONNY" "Who's in pyjamas, Walter?"
"984" "WALTER" "Shut the fuck up, Donny.  Not a bunch  of fig-eaters with towels on their  heads tryin' to find reverse on a  Soviet tank.  This is not a worthy--"
"985" "VOICE" "HEY!"
"986" "QUINTANA" "What's this "day of rest" shit, man?!"
"987" "QUINTANA" "What is this bullshit, man?  I don't  fucking care!  It don't matter to  Jesus!  But you're not fooling me!   You might fool the fucks in the league  office, but you don't fool Jesus!   It's bush league psych-out stuff!   Laughable, man!  I would've fucked  you in the ass Saturday, I'll fuck  you in the ass next Wednesday instead!"
"988" "QUINTANA" "You got a date Wednesday, man!"
"989" "WALTER" "He's cracking."
"990" "WALTER" "A tree of life, Dude.  To all who  cling to it."
"991" "DUDE" "They finally did it.  They killed my  fucking car."
"992" "DIETER" "Vee vant zat money, Lebowski."
"993" "KIEFFER" "Ja, uzzervize vee kill ze girl."
"994" "FRANZ" "Ja, it seems you forgot our little  deal, Lebowski."
"995" "DUDE" "You don't have the fucking girl,  dipshits.  We know you never did.   So you've got nothin' on my Johnson."
"996" "DONNY" "Are these the Nazis, Walter?"
"997" "WALTER" "They're nihilists, Donny, nothing to  be afraid of."
"998" "DIETER" "Vee don't care.  Vee still vant zat  money or vee fuck you up."
"999" "KIEFFER" "Ja, vee still vant ze money.  Vee  sreaten you."
"1000" "WALTER" "Fuck you.  Fuck the three of you."
"1001" "DUDE" "Hey, cool it Walter."
"1002" "WALTER" "There's no ransom if you don't have  a fucking hostage.  That's what ransom  is.  Those are the fucking rules."
"1003" "DIETER" "Zere ARE no ROOLZ!"
"1004" "WALTER" "NO RULES!  YOU CABBAGE-EATING SONS- Of-BITCHES--"
"1005" "KIEFFER" "His girlfriend gafe up her toe!  She  sought we'd be getting million  dollars!  Iss not fair!"
"1006" "WALTER" "Fair!  WHO'S THE FUCKING NIHILIST  HERE!  WHAT ARE YOU, A BUNCH OF  FUCKING CRYBABIES?!"
"1007" "DUDE" "Hey, cool it Walter.  Listen, pal,  there never was any money.  The big  Lebowski gave me an empty briefcase,  man, so take it up with him."
"1008" "WALTER" "AND I'D LIKE MY UNDIES BACK!"
"1009" "DONNY" "Are they gonna hurt us, Walter?"
"1010" "WALTER" "They won't hurt us, Donny.  These  men are cowards."
"1011" "DIETER" "Okay.  Vee take ze money you haf on  you und vee call it eefen."
"1012" "WALTER" "Fuck you."
"1013" "DUDE" "Come on, Walter, we're ending this  thing cheap."
"1014" "WALTER" "What's mine is mine."
"1015" "DUDE" "Come on, Walter!."
"1016" "DUDE" "Four dollars here!"
"1017" "DUDE" "Almost five!"
"1018" "DONNY" "I got eighteen dollars, Dude."
"1019" "WALTER" "What's mine is mine."
"1020" "DIETER" "VEE FUCK YOU UP, MAN!  VEE TAKE YOUR  MONEY!"
"1021" "WALTER" "Come and get it."
"1022" "DIETER" "VEE FUCK YOU UP, MAN!"
"1023" "WALTER" "Come and get it.  Fucking nihilist."
"1024" "DIETER" "I FUCK YOU!  I FUCK YOU!"
"1025" "WALTER" "Show me what you got.  Nihilist.   Dipshit with a nine-toed woman."
"1026" "DIETER" "I FUCK YOU!  I FUCK YOU!"
"1027" "DIETER" "I FUCK YOU!  YOU CANNOT HURT ME!  I  BELIEF IN NUSSING!"
"1028" "FRANZ" "VEAKLING!"
"1029" "DIETER" "NUSSING!"
"1030" "WALTER" "ANTI-SEMITE!"
"1031" "WALTER" "We've got a man down, Dude."
"1032" "DUDE" "My God!  They shot him, Walter!"
"1033" "WALTER" "No Dude."
"1034" "DUDE" "They shot Donny!"
"1035" "WALTER" "There weren't any shots."
"1036" "DUDE" "Then what's..."
"1037" "WALTER" "It's a heart attack."
"1038" "DUDE" "Wha."
"1039" "WALTER" "Call the medics, Dude."
"1040" "DUDE" "Wha... Donny--"
"1041" "WALTER" "Hurry Dude.  I'd go but I'm pumping  blood.  Might pass out."
"1042" "WALTER" "Rest easy, good buddy, you're doing  fine.  We got help choppering in."
"1043" "MAN" "Hello, gentlemen.  You are the  bereaved?"
"1044" "DUDE" "Yeah man."
"1045" "MAN" "Francis Donnelly.  Pleased to meet  you."
"1046" "DUDE" "Jeffrey Lebowski."
"1047" "WALTER" "Walter Sobchak."
"1048" "DUDE" "The Dude, actually.  Is what, uh."
"1049" "DONNELLY" "Excuse me?"
"1050" "DUDE" "Nothing."
"1051" "DONNELLY" "Yes.  I understand you're taking  away the remains."
"1052" "WALTER" "Yeah."
"1053" "DONNELLY" "We have the urn."
"1054" "DONNELLY" "And I assume this is credit card?"
"1055" "WALTER" "Yeah."
"1056" "WALTER" "What's this?"
"1057" "DONNELLY" "That is for the urn."
"1058" "WALTER" "Don't need it.  We're scattering the  ashes."
"1059" "DONNELLY" "Yes, so we were informed.  However,  we must of course transmit the remains  to you in a receptacle."
"1060" "WALTER" "This is a hundred and eighty dollars."
"1061" "DONNELLY" "Yes sir.  It is our most modestly  priced receptacle."
"1062" "DUDE" "Well can we--"
"1063" "WALTER" "A hundred and eighty dollars?!"
"1064" "DONNELLY" "They range up to three thousand."
"1065" "WALTER" "Yeah, but we're--"
"1066" "DUDE" "Can we just rent it from you?"
"1067" "DONNELLY" "Sir, this is a mortuary, not a rental  house."
"1068" "WALTER" "We're scattering the fucking ashes!"
"1069" "DUDE" "Walter--"
"1070" "WALTER" "JUST BECAUSE WE'RE BEREAVED DOESN'T  MEAN WE'RE SAPS!"
"1071" "DONNELLY" "Sir, please lower your voice--"
"1072" "DUDE" "Hey man, don't you have something  else you could put it in?"
"1073" "DONNELLY" "That is our most modestly priced  receptacle."
"1074" "WALTER" "GODDAMNIT!  IS THERE A RALPH'S AROUND  HERE?!"
"1075" "WALTER" "I'll say a few words."
"1076" "WALTER" "Donny was a good bowler, and a good  man.  He was... He was one of us.   He was a man who loved the outdoors,  and bowling, and as a surfer explored  the beaches of southern California  from Redondo to Calabassos.  And he  was an avid bowler.  And a good  friend.  He died--he died as so many  of his generation, before his time.   In your wisdom you took him, Lord.   As you took so many bright flowering  young men, at Khe San and Lan Doc  and Hill 364.  These young men gave  their lives.  And Donny too.  Donny  who... who loved bowling."
"1077" "WALTER" "And so, Theodore--Donald--Karabotsos,  in accordance with what we think  your dying wishes might well have  been, we commit your mortal remains  to the bosom of..."
"1078" "WALTER" "the Pacific Ocean, which you loved  so well."
"1079" "WALTER" "Goodnight, sweet prince."
"1080" "WALTER" "Shit, I'm sorry Dude."
"1081" "WALTER" "Goddamn wind."
"1082" "DUDE" "Goddamnit Walter!  You fucking  asshole!"
"1083" "WALTER" "Dude!  Dude, I'm sorry!"
"1084" "DUDE" "You make everything a fucking  travesty!"
"1085" "WALTER" "Dude, I'm--it was an accident!"
"1086" "DUDE" "What about that shit about Vietnam!"
"1087" "WALTER" "Dude, I'm sorry--"
"1088" "DUDE" "What the fuck does Vietnam have to  do with anything!  What the fuck  were you talking about?!"
"1089" "WALTER" "Shit Dude, I'm sorry--"
"1090" "DUDE" "You're a fuck, Walter!"
"1091" "WALTER" "Awww, fuck it Dude.  Let's go bowling."
"1092" "DUDE" "Two oat sodas, Gary."
"1093" "GARY" "Right.  Good luck tomorrow."
"1094" "DUDE" "Thanks, man."
"1095" "GARY" "Sorry to hear about Donny."
"1096" "DUDE" "Yeah.  Well, you know, sometimes you  eat the bear, and, uh..."
"1097" "THE STRANGER" "Howdy do, Dude."
"1098" "DUDE" "Oh, hey man, how are ya?  I wondered  if I'd see you again."
"1099" "THE STRANGER" "Wouldn't miss the semis.  How things  been goin'?"
"1100" "DUDE" "Ahh, you know.  Strikes and gutters,  ups and downs."
"1101" "THE STRANGER" "Sure, I gotcha."
"1102" "DUDE" "Thanks, Gary... Take care, man, I  gotta get back."
"1103" "THE STRANGER" "Sure.  Take it easy, Dude--I know  that you will."
"1104" "DUDE" "Yeah man.  Well, you know, the Dude  abides."
"1105" "THE STRANGER" "The Dude abides."
"1106" "THE STRANGER" "I don't know about you, but I take  comfort in that.  It's good knowin'  he's out there, the Dude, takin' her  easy for all us sinners.  Shoosh.  I  sure hope he makes the finals.  Welp,  that about does her, wraps her all  up.  Things seem to've worked out  pretty good for the Dude'n Walter,  and it was a purt good story, dontcha  think?   Made me laugh to beat the  band.  Parts, anyway.  Course--I  didn't like seein' Donny go. But  then, happen to know that there's a  little Lebowski on the way.  I guess  that's the way the whole durned human  comedy keeps perpetuatin' itself,  down through the generations, westward  the wagons, across the sands a time  until--aw, look at me, I'm ramblin'  again.  Wal, uh hope you folks enjoyed  yourselves."
"1107" "THE STRANGER" "Catch ya further on down the trail."
"1108" "THE STRANGER" "...Say friend, ya got any more a  that good sarsaparilla?.."
